ntn,name,business,capital
5543880-9,Royal Builders,IT Services,50000000.0
5730425-8,Capital Associates,Textile,500000000.0
8483828-3,Star International,Import/Export,500000000.0
6620530-8,Capital Associates,Real Estate,500000000.0
7544870-0,Royal Traders,IT Services,50000000.0
6061466-7,United Traders,Import/Export,500000000.0
9826198-0,Metro Traders,Construction,50000000.0
8993696-1,Global Builders,IT Services,500000000.0
1895265-9,United Traders,Real Estate,50000000.0
5417513-1,Summit Associates,Trading,1000000.0
7337490-7,Allied Traders,Import/Export,500000000.0
2251258-5,Premier Associates,Construction,50000000.0
9522647-2,Capital Traders,Pharmaceuticals,50000000.0
6547947-6,United Traders,Real Estate,500000000.0
6810407-6,Pak Industries,Pharmaceuticals,500000000.0
5724336-8,Allied International,Trading,5000000.0
9726932-2,Summit Associates,IT Services,5000000.0
2851584-3,Premier Holdings,Import/Export,50000000.0
5761816-2,Premier Industries,Food & Beverage,500000000.0
6120081-8,Pak International,Import/Export,50000000.0
7006571-2,Capital Associates,Pharmaceuticals,50000000.0
3202622-8,Star Builders,Import/Export,50000000.0
8479243-1,Metro Traders,Trading,500000000.0
6173831-3,Royal (Pvt) Ltd,Import/Export,50000000.0
1358699-2,Allied Holdings,Textile,500000000.0
5595828-2,Summit Associates,Trading,50000000.0
7404286-7,Star Associates,Real Estate,50000000.0
7831540-7,Capital International,Trading,50000000.0
4870507-6,Apex Holdings,Trading,500000000.0
8069343-0,Metro Builders,Food & Beverage,50000000.0
1555516-8,Crescent Associates,IT Services,500000000.0
7303602-6,United (Pvt) Ltd,Textile,50000000.0
6059627-7,Apex Builders,IT Services,50000000.0
6727587-9,Metro International,Construction,50000000.0
6627812-2,Star Holdings,Food & Beverage,50000000.0
8397834-0,Premier Industries,Import/Export,500000000.0
1684452-3,Global International,IT Services,50000000.0
1076008-0,Capital (Pvt) Ltd,Construction,50000000.0
6597330-1,Royal International,Import/Export,500000000.0
4742649-1,Allied Associates,Trading,500000000.0
3642937-1,Royal Holdings,Food & Beverage,50000000.0
2938137-0,Summit Holdings,Food & Beverage,500000000.0
4934739-6,United (Pvt) Ltd,Food & Beverage,500000000.0
8725469-1,Apex International,Food & Beverage,1000000.0
3588508-1,Metro Industries,Pharmaceuticals,50000000.0
3206703-5,Crescent Industries,Import/Export,500000000.0
4682935-0,Summit International,Trading,5000000.0
1271797-8,Summit Holdings,Textile,50000000.0
5256189-6,Crescent (Pvt) Ltd,IT Services,500000000.0
3886801-4,Apex Associates,Import/Export,500000000.0
3197410-8,Metro Holdings,Import/Export,50000000.0
3941501-8,Global International,Construction,50000000.0
4093355-9,Premier Holdings,Import/Export,50000000.0
1924563-4,Allied Associates,Food & Beverage,500000000.0
7217595-0,Global International,Real Estate,500000000.0
5557768-1,Star Traders,Logistics,500000000.0
6514878-6,Apex Holdings,Food & Beverage,500000000.0
6322439-9,Star (Pvt) Ltd,Logistics,50000000.0
1496180-1,Crescent Traders,Import/Export,500000000.0
2739851-0,Pak (Pvt) Ltd,Import/Export,500000000.0
6366404-8,Premier Industries,IT Services,500000000.0
1477408-8,Pak Industries,Food & Beverage,500000000.0
6785504-1,United International,Import/Export,50000000.0
4848119-0,Royal Builders,Pharmaceuticals,500000000.0
2094015-8,Summit (Pvt) Ltd,Textile,50000000.0
6654737-9,Capital International,IT Services,50000000.0
6771095-6,Premier Traders,Real Estate,50000000.0
9932035-7,Capital Enterprises,IT Services,50000000.0
6214452-6,Star Associates,Food & Beverage,500000000.0
3456892-9,Allied Traders,Textile,500000000.0
9370684-5,Star Builders,Trading,50000000.0
3821469-9,Crescent Enterprises,IT Services,500000000.0
5470687-8,Crescent Enterprises,Textile,50000000.0
5195166-2,Premier Associates,Pharmaceuticals,500000000.0
2756755-0,Star (Pvt) Ltd,Construction,500000000.0
4368075-5,Apex Holdings,Logistics,500000000.0
9646598-3,Premier Builders,IT Services,500000000.0
3673009-8,Royal (Pvt) Ltd,Real Estate,500000000.0
6309853-0,Pak Builders,Logistics,50000000.0
4164002-3,Premier Builders,Real Estate,50000000.0
7204975-9,Apex Enterprises,Pharmaceuticals,500000000.0
2613600-8,Apex Traders,Logistics,500000000.0
5504809-2,Capital Traders,Import/Export,500000000.0
7078084-5,Crescent (Pvt) Ltd,Textile,500000000.0
5182942-7,Apex Associates,Food & Beverage,500000000.0
1875647-4,Royal International,Real Estate,500000000.0
4901137-9,Premier Builders,Logistics,50000000.0
8373653-5,Metro (Pvt) Ltd,IT Services,50000000.0
1949071-4,Royal International,Pharmaceuticals,50000000.0
7161694-8,United Holdings,Trading,500000000.0
9720530-5,Global Holdings,Real Estate,500000000.0
9540301-7,Crescent Holdings,Logistics,500000000.0
2308505-1,Metro Traders,Import/Export,50000000.0
9470581-9,Metro International,Import/Export,500000000.0
6727182-7,Summit (Pvt) Ltd,Construction,50000000.0
5096820-8,Summit Industries,IT Services,50000000.0
2538201-8,Royal Builders,Import/Export,50000000.0
8435139-9,Metro Holdings,Construction,50000000.0
7917426-4,Capital Traders,Food & Beverage,50000000.0
9148568-4,Capital Associates,Logistics,50000000.0
8565626-8,Allied (Pvt) Ltd,Import/Export,500000000.0
6698244-6,Pak Associates,Trading,500000000.0
2258395-6,Summit (Pvt) Ltd,Import/Export,50000000.0
5247596-6,Capital Associates,Real Estate,50000000.0
1120083-8,Metro Industries,Food & Beverage,50000000.0
1191536-6,Royal Traders,Logistics,50000000.0
8925286-7,Apex (Pvt) Ltd,Real Estate,500000000.0
8329755-2,United Traders,Import/Export,50000000.0
5826082-2,Star Traders,Logistics,50000000.0
5181646-1,Pak International,Food & Beverage,500000000.0
3456410-2,Star International,Trading,500000000.0
6278449-0,Capital Industries,Pharmaceuticals,50000000.0
3794799-3,Royal Traders,Food & Beverage,50000000.0
1877402-5,Capital Enterprises,Trading,50000000.0
4111409-0,Crescent Builders,Real Estate,500000000.0
2166257-5,Allied Enterprises,Logistics,50000000.0
9342135-8,United Builders,Import/Export,50000000.0
9587028-3,Global Builders,Pharmaceuticals,5000000.0
9109927-5,Capital International,Import/Export,500000000.0
4893310-5,Apex Holdings,Construction,500000000.0
4689971-4,United Traders,Textile,50000000.0
3134911-6,Global (Pvt) Ltd,Food & Beverage,500000000.0
4369627-3,Apex Associates,IT Services,500000000.0
3693111-9,Royal (Pvt) Ltd,Textile,50000000.0
3114229-5,Crescent Traders,Textile,50000000.0
1870992-3,Premier Enterprises,Logistics,50000000.0
9679936-6,Allied Enterprises,Textile,500000000.0
9169946-5,Royal Industries,Import/Export,50000000.0
6158886-1,Royal Holdings,Real Estate,500000000.0
6793612-4,Metro Enterprises,Textile,500000000.0
1849945-9,Allied International,Construction,50000000.0
8178883-0,Global Associates,Logistics,500000000.0
2278572-7,Metro (Pvt) Ltd,Import/Export,50000000.0
5382985-6,Crescent Traders,Food & Beverage,50000000.0
6070905-7,Premier Associates,Logistics,50000000.0
2930740-8,Global International,Pharmaceuticals,50000000.0
9987247-3,Star Holdings,Real Estate,500000000.0
1566441-5,Apex Associates,Textile,50000000.0
5388426-8,Metro Enterprises,Real Estate,50000000.0
7717033-3,Royal International,Trading,50000000.0
1096931-9,Pak Industries,Trading,50000000.0
1470503-0,Allied (Pvt) Ltd,Import/Export,50000000.0
9864237-8,Global International,Trading,50000000.0
2601474-0,United Traders,Real Estate,50000000.0
9865520-4,Metro Industries,Real Estate,5000000.0
4929979-8,Summit International,Food & Beverage,50000000.0
5111703-7,Crescent Enterprises,Food & Beverage,500000000.0
5580329-6,United Enterprises,Logistics,50000000.0
7364835-2,Crescent Industries,Real Estate,50000000.0
7785825-7,Metro International,Textile,500000000.0
2391804-7,Pak International,Trading,50000000.0
6670155-2,Crescent (Pvt) Ltd,Textile,50000000.0
7937660-6,Global Associates,IT Services,500000000.0
1652410-2,Premier (Pvt) Ltd,Import/Export,50000000.0
9219791-4,Pak Industries,Textile,50000000.0
7623442-8,United Industries,Pharmaceuticals,50000000.0
1376188-4,Apex Builders,Construction,50000000.0
3904194-2,Crescent Enterprises,Real Estate,500000000.0
4943788-8,Pak International,Trading,50000000.0
8952648-4,Global (Pvt) Ltd,Food & Beverage,500000000.0
3813545-8,Crescent Industries,Food & Beverage,5000000.0
6532826-8,Royal Holdings,Trading,1000000.0
1855268-0,Premier International,IT Services,500000000.0
2406949-2,Pak Industries,Import/Export,500000000.0
9810910-6,Capital Builders,Construction,50000000.0
6715617-4,Capital Associates,Textile,50000000.0
5679508-8,Metro Holdings,Textile,50000000.0
9973347-5,Metro Enterprises,IT Services,500000000.0
5363303-8,Premier Builders,Logistics,50000000.0
7134434-0,Summit (Pvt) Ltd,Food & Beverage,500000000.0
3734176-7,Allied Associates,Real Estate,50000000.0
1410126-3,Allied Industries,Food & Beverage,50000000.0
7594864-8,Royal Traders,Textile,500000000.0
1527980-8,Star Associates,Logistics,50000000.0
9888699-1,Allied Associates,Import/Export,50000000.0
2469099-8,Summit Traders,Construction,500000000.0
4824139-6,Pak Enterprises,Trading,50000000.0
2188033-6,Metro Builders,Pharmaceuticals,50000000.0
9866863-2,Global Builders,Pharmaceuticals,50000000.0
4402709-4,Pak Enterprises,Textile,50000000.0
1185084-3,Allied International,IT Services,50000000.0
3600322-9,Apex Associates,Logistics,500000000.0
9725862-7,Crescent International,Import/Export,5000000.0
1685080-0,Royal Traders,Logistics,50000000.0
1257709-9,Royal Holdings,Pharmaceuticals,50000000.0
7443870-2,Summit Traders,Construction,500000000.0
6098440-3,Global Associates,Import/Export,500000000.0
4174322-4,Metro Industries,Real Estate,50000000.0
4749286-0,Metro Holdings,Logistics,50000000.0
3144930-1,Summit Builders,Pharmaceuticals,500000000.0
1130452-4,Apex Industries,Pharmaceuticals,50000000.0
3802810-5,Pak Holdings,IT Services,50000000.0
3272884-2,Summit Builders,IT Services,50000000.0
9084514-1,Crescent Industries,Textile,50000000.0
5727802-1,Global International,Pharmaceuticals,500000000.0
1443451-3,Summit Holdings,IT Services,50000000.0
9770194-4,Summit Traders,Real Estate,500000000.0
2890706-2,Apex Builders,Import/Export,50000000.0
1507296-6,Apex Industries,IT Services,500000000.0
4745830-0,Apex Associates,Pharmaceuticals,50000000.0
6463053-9,United International,Textile,50000000.0
4668089-5,Royal Traders,Construction,5000000.0
9692850-9,Summit Enterprises,Logistics,500000000.0
5038245-6,Metro Builders,Trading,50000000.0
2856344-1,Metro Industries,Textile,500000000.0
3131183-7,Allied Traders,Real Estate,5000000.0
4086475-6,Crescent International,Food & Beverage,50000000.0
7339901-3,Royal Builders,Trading,500000000.0
8825023-6,United Associates,Pharmaceuticals,50000000.0
8871735-4,Capital Enterprises,Import/Export,500000000.0
7649790-2,Star International,Import/Export,500000000.0
9950181-1,Allied Builders,IT Services,50000000.0
8762678-1,Allied (Pvt) Ltd,Logistics,50000000.0
8736724-3,Royal International,Logistics,500000000.0
4067565-4,United Holdings,Textile,50000000.0
3083271-3,Crescent Associates,IT Services,50000000.0
4643173-5,Allied Enterprises,Food & Beverage,50000000.0
2478134-3,Royal Builders,Logistics,50000000.0
2044529-1,Metro International,Trading,50000000.0
1943941-5,Royal Traders,Logistics,50000000.0
3458998-6,Summit Associates,Pharmaceuticals,50000000.0
9421992-4,Summit Holdings,Import/Export,50000000.0
7968105-0,Apex Holdings,Pharmaceuticals,500000000.0
7953114-1,Summit Builders,Trading,500000000.0
5122097-0,Star International,Pharmaceuticals,500000000.0
5243262-5,Global Industries,Textile,50000000.0
1609005-0,Royal Holdings,Construction,50000000.0
7310180-3,Capital Builders,Real Estate,500000000.0
5442836-0,Royal Associates,Food & Beverage,50000000.0
6815779-7,Pak (Pvt) Ltd,Textile,500000000.0
9869453-7,Star Builders,Logistics,500000000.0
3567235-2,Royal (Pvt) Ltd,Import/Export,5000000.0
5348157-6,Metro Industries,Pharmaceuticals,50000000.0
7552471-0,Star (Pvt) Ltd,Construction,50000000.0
6506253-5,Allied Industries,Food & Beverage,50000000.0
2792977-9,Star Industries,Trading,50000000.0
3792828-7,Crescent Holdings,Construction,5000000.0
2317211-3,Star Holdings,Construction,500000000.0
2183907-3,Royal Traders,Import/Export,50000000.0
8785419-1,Capital (Pvt) Ltd,Food & Beverage,5000000.0
3113918-2,Summit International,IT Services,500000000.0
8157296-0,United Associates,Logistics,500000000.0
5951722-6,Apex International,IT Services,5000000.0
6908287-0,Capital International,Textile,50000000.0
8231807-0,Allied Associates,Pharmaceuticals,50000000.0
3589201-7,Capital Industries,Pharmaceuticals,50000000.0
9298536-0,Apex Holdings,Import/Export,500000000.0
7775804-1,Metro International,Construction,50000000.0
6116965-5,Star Builders,Food & Beverage,500000000.0
3632988-5,Apex Builders,Real Estate,50000000.0
7309003-2,Premier International,Import/Export,50000000.0
2736556-0,Premier Enterprises,Trading,50000000.0
2334808-5,Capital International,Real Estate,50000000.0
5900245-9,Apex (Pvt) Ltd,Trading,50000000.0
7052707-4,Summit Traders,IT Services,50000000.0
5451744-5,Pak Associates,Logistics,50000000.0
7795295-0,Apex International,Logistics,500000000.0
9235853-9,Apex Builders,Textile,50000000.0
7122226-1,Global Traders,Import/Export,500000000.0
1536640-2,Apex Builders,Textile,500000000.0
2954203-4,Premier Industries,Food & Beverage,500000000.0
1802218-6,Pak (Pvt) Ltd,Textile,50000000.0
6119786-8,Star Associates,Logistics,50000000.0
4143833-2,United Traders,Trading,500000000.0
8338786-8,Allied Holdings,Construction,5000000.0
8837481-4,United Builders,Construction,50000000.0
2499228-1,Pak Associates,Logistics,50000000.0
6646291-5,Pak (Pvt) Ltd,Real Estate,5000000.0
9122904-2,Crescent Enterprises,Trading,500000000.0
8657665-1,Allied International,Pharmaceuticals,50000000.0
4119888-5,Allied (Pvt) Ltd,Import/Export,50000000.0
4454663-3,United Associates,Construction,50000000.0
5360640-8,Summit Associates,Pharmaceuticals,50000000.0
8829493-4,Global Traders,Textile,50000000.0
1063098-6,Star Holdings,Logistics,500000000.0
7587012-8,Premier Builders,Trading,500000000.0
6899088-3,Summit Builders,Textile,50000000.0
4137500-8,Pak Builders,Construction,500000000.0
7604735-8,Star Traders,Trading,50000000.0
8623326-6,Royal Builders,Food & Beverage,50000000.0
2698454-1,Summit (Pvt) Ltd,Import/Export,500000000.0
4625655-8,Summit Traders,Real Estate,5000000.0
7170533-5,Premier Holdings,Import/Export,50000000.0
6390887-6,Apex International,Construction,500000000.0
4172648-2,Global Traders,Textile,50000000.0
4292073-3,Allied Enterprises,Food & Beverage,500000000.0
5484805-9,Allied Industries,Import/Export,50000000.0
8828804-1,Global International,Logistics,50000000.0
9035400-3,Star Holdings,Trading,500000000.0
8046939-4,Allied Industries,IT Services,50000000.0
5526876-5,Apex Holdings,Textile,50000000.0
6780153-1,United (Pvt) Ltd,Food & Beverage,50000000.0
5414977-5,Apex Enterprises,Construction,50000000.0
5040124-0,Metro Builders,Textile,1000000.0
2692632-5,Royal Builders,Import/Export,500000000.0
6167595-4,Crescent Enterprises,Logistics,500000000.0
1890748-4,Metro Traders,Trading,500000000.0
1786261-3,Crescent Industries,Pharmaceuticals,50000000.0
1527221-5,Summit Holdings,Food & Beverage,50000000.0
7383938-5,Crescent Associates,Construction,500000000.0
6164868-2,Metro Enterprises,Import/Export,50000000.0
4288173-0,Metro Enterprises,IT Services,5000000.0
7729407-1,Summit International,Trading,500000000.0
2243739-2,Royal International,Textile,50000000.0
3918599-4,Premier International,Textile,50000000.0
5457700-2,Apex Holdings,IT Services,500000000.0
6476815-1,Summit Holdings,Trading,50000000.0
2711438-0,Capital Enterprises,Logistics,50000000.0
1803777-4,Premier Industries,Pharmaceuticals,500000000.0
4249081-5,Premier Associates,Food & Beverage,500000000.0
3107689-9,Star International,Construction,500000000.0
8362357-9,Global International,Food & Beverage,500000000.0
5157496-8,Royal Associates,Logistics,50000000.0
5859744-6,Metro Industries,Real Estate,1000000.0
3330566-9,Apex (Pvt) Ltd,Import/Export,50000000.0
7045489-0,Apex Enterprises,Textile,50000000.0
3293344-8,Metro Enterprises,Construction,500000000.0
4850250-4,Capital Holdings,Real Estate,500000000.0
2479965-3,Allied Holdings,Construction,50000000.0
5132458-6,Allied Associates,Food & Beverage,50000000.0
1049394-3,Pak Holdings,Trading,1000000.0
3361396-1,Pak Industries,IT Services,50000000.0
6808616-2,Global Builders,IT Services,50000000.0
8921714-0,Crescent Industries,Construction,500000000.0
1215208-7,Allied Enterprises,Real Estate,500000000.0
6154738-0,Apex Builders,Pharmaceuticals,500000000.0
9649380-1,United Industries,Trading,500000000.0
8319447-6,Pak Builders,IT Services,500000000.0
4012799-7,Royal (Pvt) Ltd,Logistics,50000000.0
8443594-7,Star Industries,Real Estate,50000000.0
4994602-5,Metro Enterprises,Logistics,500000000.0
3158759-2,Global International,Textile,500000000.0
3389789-9,Summit Industries,IT Services,500000000.0
7621529-1,Royal Holdings,Logistics,500000000.0
2708560-0,Crescent (Pvt) Ltd,Pharmaceuticals,50000000.0
5288029-1,Royal Enterprises,Textile,500000000.0
8809516-0,Metro International,Textile,50000000.0
9640028-0,Premier International,Trading,50000000.0
5989824-6,United Builders,Construction,50000000.0
7051324-4,Crescent Builders,IT Services,50000000.0
3735078-8,Star Enterprises,Logistics,500000000.0
4577596-8,United Associates,Import/Export,5000000.0
4191235-4,Summit International,Construction,50000000.0
8214046-4,Summit Enterprises,Trading,50000000.0
5344568-0,Premier (Pvt) Ltd,Pharmaceuticals,50000000.0
2285628-8,Allied Traders,IT Services,500000000.0
7984027-5,United (Pvt) Ltd,Real Estate,500000000.0
2148550-9,Metro Enterprises,Trading,5000000.0
1511747-4,Star Builders,Pharmaceuticals,500000000.0
7250466-9,Royal Associates,Real Estate,5000000.0
9826179-4,Global Builders,Trading,5000000.0
9440617-7,United Holdings,Pharmaceuticals,500000000.0
3421460-2,Pak Associates,Real Estate,500000000.0
1731677-5,Summit Traders,Logistics,50000000.0
9933765-4,United Builders,Import/Export,500000000.0
2845467-6,Capital Traders,Food & Beverage,50000000.0
2150592-5,Star Traders,Construction,500000000.0
9589060-0,Allied (Pvt) Ltd,Textile,50000000.0
9857238-7,Allied Industries,Trading,500000000.0
3740965-0,Pak Industries,Import/Export,50000000.0
1058272-0,United Industries,Real Estate,500000000.0
2061589-8,Summit (Pvt) Ltd,IT Services,500000000.0
9555576-6,Apex Enterprises,Food & Beverage,50000000.0
8464148-0,Crescent Traders,Pharmaceuticals,50000000.0
8457941-2,Pak (Pvt) Ltd,Trading,50000000.0
3174132-1,Star (Pvt) Ltd,Textile,500000000.0
3993888-4,Premier Builders,Pharmaceuticals,500000000.0
1892215-2,Summit Enterprises,Import/Export,50000000.0
2614566-6,Allied Enterprises,Import/Export,50000000.0
6001600-6,Pak Industries,Import/Export,500000000.0
8271586-4,Royal Associates,Construction,500000000.0
3599900-0,Metro Traders,Pharmaceuticals,50000000.0
2641365-6,United Industries,Logistics,50000000.0
9021523-4,United Holdings,Pharmaceuticals,50000000.0
9742526-5,United Associates,Food & Beverage,50000000.0
1428591-5,Premier Industries,Textile,50000000.0
9225856-9,Metro Builders,Trading,50000000.0
1792381-4,Global Builders,Import/Export,50000000.0
6259017-0,Global Traders,Logistics,500000000.0
4226745-7,Capital Builders,Import/Export,50000000.0
7003124-5,Global (Pvt) Ltd,Food & Beverage,1000000.0
8653604-9,Summit Builders,Real Estate,50000000.0
5645066-7,United Industries,IT Services,50000000.0
3292407-3,Royal Enterprises,Trading,500000000.0
5081818-9,Pak Holdings,Food & Beverage,50000000.0
2605021-8,Star Builders,Textile,50000000.0
7743880-3,United Enterprises,Pharmaceuticals,5000000.0
7627595-7,Royal Holdings,Textile,5000000.0
4818399-9,United Builders,Trading,500000000.0
5179888-3,Apex International,Logistics,1000000.0
5923973-8,Crescent Industries,Pharmaceuticals,500000000.0
5238823-0,Pak Enterprises,Import/Export,50000000.0
4351765-8,United Traders,Pharmaceuticals,500000000.0
3876322-8,Global Traders,Real Estate,500000000.0
2604469-9,Royal Holdings,Trading,500000000.0
4526946-9,Allied Associates,Construction,50000000.0
2637693-5,Apex Enterprises,Pharmaceuticals,500000000.0
6669011-7,Premier Industries,Food & Beverage,500000000.0
7700644-1,Pak Traders,Textile,50000000.0
4316401-0,Star Industries,Trading,50000000.0
8400175-5,Premier Traders,Textile,50000000.0
4129144-5,Premier Industries,Logistics,5000000.0
8784643-6,Allied Builders,Real Estate,50000000.0
7309161-0,Capital Traders,IT Services,50000000.0
8533321-7,Royal Builders,IT Services,50000000.0
7838845-4,Pak Builders,Food & Beverage,50000000.0
2687598-6,Summit Enterprises,Pharmaceuticals,500000000.0
1802443-0,Global Enterprises,Real Estate,500000000.0
5947443-1,Allied Enterprises,Pharmaceuticals,500000000.0
7480123-5,Star International,Textile,50000000.0
2897594-4,Royal International,Logistics,50000000.0
5928924-5,Summit Holdings,Import/Export,500000000.0
7214705-5,Global Traders,Real Estate,50000000.0
4818100-7,Star Holdings,Textile,50000000.0
7498661-7,Global International,IT Services,50000000.0
5109238-4,Metro Builders,Logistics,500000000.0
5093791-0,Premier International,IT Services,500000000.0
4694320-0,Star Traders,Logistics,50000000.0
8318663-8,Royal Associates,Import/Export,50000000.0
9182995-9,Summit International,Logistics,500000000.0
2213922-5,Global International,Logistics,500000000.0
1904242-1,Metro Industries,Real Estate,50000000.0
7980298-6,Crescent International,Pharmaceuticals,50000000.0
2207356-5,Apex Industries,Trading,500000000.0
2270755-0,Premier Industries,Pharmaceuticals,50000000.0
5795865-1,Crescent (Pvt) Ltd,IT Services,500000000.0
9785675-2,Premier Associates,Food & Beverage,500000000.0
3681311-0,United (Pvt) Ltd,Trading,5000000.0
1374556-9,Global Industries,Real Estate,500000000.0
9228742-6,Allied Associates,Construction,500000000.0
9135492-8,Summit Builders,Logistics,50000000.0
3035001-0,Capital Enterprises,Logistics,500000000.0
6335879-4,Capital (Pvt) Ltd,Logistics,500000000.0
3757678-0,Apex Associates,Logistics,50000000.0
5345986-2,Crescent International,Import/Export,50000000.0
3137541-9,Crescent International,Food & Beverage,5000000.0
9349369-0,Metro Industries,Textile,500000000.0
6929126-0,Apex (Pvt) Ltd,Construction,50000000.0
1511560-7,Capital Associates,Food & Beverage,500000000.0
2870579-9,Metro Industries,Trading,1000000.0
5034482-2,Allied International,Textile,500000000.0
3679974-3,Metro Builders,Logistics,5000000.0
2440078-2,Summit Enterprises,Import/Export,500000000.0
2121850-7,Global Associates,IT Services,50000000.0
2428257-2,Summit Traders,Logistics,50000000.0
5303772-4,Summit International,Logistics,500000000.0
3536848-1,Pak Builders,Textile,50000000.0
2345378-9,Summit Builders,Logistics,500000000.0
5335738-1,United Traders,Food & Beverage,50000000.0
8252469-7,Royal Industries,Textile,50000000.0
6038016-3,Pak (Pvt) Ltd,Construction,500000000.0
1278913-8,Global Enterprises,Trading,50000000.0
2588628-8,Global Traders,Import/Export,500000000.0
5530424-0,Star International,Textile,50000000.0
9785549-1,United Traders,Trading,50000000.0
7778650-5,Premier International,Real Estate,50000000.0
4216091-1,Allied Enterprises,Food & Beverage,50000000.0
2190276-2,Metro International,Pharmaceuticals,500000000.0
2829123-0,United Holdings,Pharmaceuticals,50000000.0
1023172-6,Star International,Construction,500000000.0
3324929-5,Premier (Pvt) Ltd,Construction,50000000.0
8474684-8,Summit Builders,Trading,500000000.0
1756501-0,Royal Builders,Trading,500000000.0
3756345-2,Royal Associates,IT Services,500000000.0
1286407-0,Star Builders,Textile,50000000.0
5914455-9,Global Traders,Import/Export,500000000.0
7363367-7,Royal Traders,Pharmaceuticals,50000000.0
9723967-4,Metro Traders,Trading,50000000.0
5751285-1,Premier Builders,Trading,50000000.0
4424336-4,Allied Associates,Pharmaceuticals,50000000.0
8637087-1,Star Industries,Construction,50000000.0
8379032-2,Summit Builders,Pharmaceuticals,50000000.0
3278240-8,Global Builders,Food & Beverage,50000000.0
6832743-4,Global International,Trading,500000000.0
3653311-7,Summit Traders,Construction,50000000.0
2115763-8,Capital Holdings,Textile,5000000.0
1325382-1,Metro (Pvt) Ltd,IT Services,50000000.0
6660540-3,Crescent Industries,Trading,50000000.0
9596375-3,Premier International,Real Estate,500000000.0
2601074-0,Premier Enterprises,Construction,50000000.0
2052665-6,Global Holdings,Trading,50000000.0
4946783-1,Pak Builders,Textile,50000000.0
2446638-1,Pak Holdings,IT Services,500000000.0
9451743-8,Apex Associates,Textile,500000000.0
1274054-5,Premier Holdings,IT Services,50000000.0
7352939-6,Royal Associates,Trading,50000000.0
1273796-0,United International,Construction,500000000.0
2988586-3,Star (Pvt) Ltd,Import/Export,500000000.0
2903861-3,Metro Industries,Pharmaceuticals,500000000.0
5713836-0,Pak Holdings,Textile,500000000.0
3610331-9,Pak Holdings,Construction,500000000.0
4262140-6,Allied International,IT Services,500000000.0
5878509-4,Summit Holdings,Food & Beverage,50000000.0
9145806-7,Allied Associates,Import/Export,50000000.0
2148081-6,Metro (Pvt) Ltd,Real Estate,50000000.0
6229560-8,Royal Holdings,Construction,5000000.0
9195837-4,Royal Holdings,IT Services,50000000.0
8078452-9,Apex International,Import/Export,50000000.0
1105531-8,Metro Holdings,Import/Export,50000000.0
4320824-6,United Enterprises,Food & Beverage,50000000.0
5698387-0,Summit Builders,Textile,50000000.0
5363000-6,Summit Associates,Construction,50000000.0
2706853-1,Star Associates,Construction,500000000.0
6579019-1,Premier Builders,Textile,50000000.0
1321077-7,United Industries,Logistics,5000000.0
9827599-1,Summit Holdings,IT Services,50000000.0
4501441-5,Allied Industries,Import/Export,500000000.0
7666152-8,Summit Associates,Pharmaceuticals,500000000.0
7642820-2,Capital Enterprises,Textile,50000000.0
9309337-6,Summit Enterprises,Pharmaceuticals,50000000.0
3040404-3,Allied Industries,Trading,50000000.0
7833619-4,Capital Builders,Logistics,50000000.0
3392823-2,United International,Construction,50000000.0
1137232-7,Global Traders,IT Services,50000000.0
5854370-5,Crescent International,Real Estate,50000000.0
5827257-8,Capital Enterprises,IT Services,50000000.0
4309741-8,Global Industries,Trading,500000000.0
1320753-6,United Builders,Import/Export,500000000.0
9152392-5,Capital International,Pharmaceuticals,50000000.0
2673282-4,Crescent Builders,Textile,50000000.0
9548229-5,Premier Traders,IT Services,50000000.0
3314557-3,Premier Associates,Import/Export,500000000.0
5342280-7,Star Traders,Pharmaceuticals,500000000.0
3948317-0,Royal International,IT Services,500000000.0
8235735-3,Apex Industries,Food & Beverage,500000000.0
8573315-5,Pak International,Construction,50000000.0
5510988-9,Capital (Pvt) Ltd,Trading,500000000.0
3831481-1,Metro International,Textile,50000000.0
5117280-1,Pak (Pvt) Ltd,Construction,5000000.0
5360382-6,Pak Holdings,IT Services,50000000.0
7983674-6,Star Builders,Import/Export,500000000.0
2060540-6,Royal Enterprises,Import/Export,50000000.0
3366800-1,Metro (Pvt) Ltd,Construction,500000000.0
7123408-4,Star Traders,Import/Export,5000000.0
1288145-9,Summit Industries,Food & Beverage,50000000.0
8345988-3,Summit Traders,IT Services,50000000.0
2945292-9,Pak Enterprises,Import/Export,500000000.0
8173023-4,Metro Builders,Construction,50000000.0
1889073-0,Premier Industries,Import/Export,1000000.0
9913238-2,Apex Associates,Pharmaceuticals,5000000.0
3964628-0,Global (Pvt) Ltd,Pharmaceuticals,50000000.0
5391850-1,Apex Enterprises,Food & Beverage,500000000.0
6618577-2,Summit Traders,IT Services,50000000.0
3822337-9,Royal Associates,Trading,50000000.0
6708805-8,Allied Builders,Logistics,500000000.0
4670676-9,Premier (Pvt) Ltd,Trading,50000000.0
5108043-3,Pak Associates,Textile,5000000.0
5251110-4,Pak Builders,Real Estate,50000000.0
8815813-1,Star International,Logistics,500000000.0
7313584-4,Star Traders,Logistics,500000000.0
3239998-3,Apex Associates,Import/Export,50000000.0
6694084-6,Summit Enterprises,Import/Export,50000000.0
9624581-8,Capital Traders,Import/Export,5000000.0
